Location,Indicator,Sector,Units,Scale,Measurement,2024,Source,Seasonally adjusted,Base year price,Base year index,Historical end,Date of last update,Source details,Additional source details,Contact email,Location code,Indicator code
Yorkshire and the Humber,GVA by Sector,Information service activities,GBP,millions 2023 prices,Level values,272.03,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ63
Yorkshire and the Humber,GVA by Sector,"Insurance, reinsurance & pension funding",GBP,millions 2023 prices,Level values,2396.65,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ65
Yorkshire and the Humber,GVA by Sector,Land transport & transport via pipelines,GBP,millions 2023 prices,Level values,2519.9,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ49
Yorkshire and the Humber,GVA by Sector,Legal & accounting,GBP,millions 2023 prices,Level values,3476.15,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ69
Yorkshire and the Humber,GVA by Sector,"Libraries, archives, museums & other cultural",GBP,millions 2023 prices,Level values,234.88,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ91
Yorkshire and the Humber,GVA by Sector,Manufacture of basic metals,GBP,millions 2023 prices,Level values,793.77,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ24
Yorkshire and the Humber,GVA by Sector,Manufacture of basic pharmaceuticals,GBP,millions 2023 prices,Level values,1717.91,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ21
Yorkshire and the Humber,GVA by Sector,Manufacture of beverages,GBP,millions 2023 prices,Level values,393.1,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ11
Yorkshire and the Humber,GVA by Sector,Manufacture of chemicals,GBP,millions 2023 prices,Level values,1864.2,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ20
Yorkshire and the Humber,GVA by Sector,Manufacture of coke & refined petroleum,GBP,millions 2023 prices,Level values,806.11,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ19
Yorkshire and the Humber,GVA by Sector,"Manufacture of computer, electronic & optical ",GBP,millions 2023 prices,Level values,526.4,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ26
Yorkshire and the Humber,GVA by Sector,Manufacture of electrical equipment,GBP,millions 2023 prices,Level values,629.01,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ27
Yorkshire and the Humber,GVA by Sector,Manufacture of fabricated metal products,GBP,millions 2023 prices,Level values,2517.14,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ25
Yorkshire and the Humber,GVA by Sector,Manufacture of food products,GBP,millions 2023 prices,Level values,3824.35,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ10
Yorkshire and the Humber,GVA by Sector,Manufacture of furniture,GBP,millions 2023 prices,Level values,1143.58,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ31
Yorkshire and the Humber,GVA by Sector,Manufacture of leather & related products,GBP,millions 2023 prices,Level values,21.05,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ15
Yorkshire and the Humber,GVA by Sector,Manufacture of machinery & equipment n.e.c.,GBP,millions 2023 prices,Level values,1360.78,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ28
Yorkshire and the Humber,GVA by Sector,Manufacture of motor vehicles,GBP,millions 2023 prices,Level values,636.75,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ29
Yorkshire and the Humber,GVA by Sector,Manufacture of other non-metallic products,GBP,millions 2023 prices,Level values,1007.45,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ23
Yorkshire and the Humber,GVA by Sector,Manufacture of other transport equipment,GBP,millions 2023 prices,Level values,136.81,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ30
Yorkshire and the Humber,GVA by Sector,Manufacture of paper & paper products,GBP,millions 2023 prices,Level values,378.17,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ17
Yorkshire and the Humber,GVA by Sector,Manufacture of rubber & plastic products,GBP,millions 2023 prices,Level values,980.81,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ22
Yorkshire and the Humber,GVA by Sector,Manufacture of textiles,GBP,millions 2023 prices,Level values,692.61,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ13
Yorkshire and the Humber,GVA by Sector,Manufacture of tobacco products,GBP,millions 2023 prices,Level values,0.03,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ12
Yorkshire and the Humber,GVA by Sector,Manufacture of wearing apparel,GBP,millions 2023 prices,Level values,112.62,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ14
Yorkshire and the Humber,GVA by Sector,Manufacture of wood & wood products,GBP,millions 2023 prices,Level values,611.73,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ16
Yorkshire and the Humber,GVA by Sector,Manufacturing - Total,GBP,millions 2023 prices,Level values,21833.03,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQCC
Yorkshire and the Humber,GVA by Sector,Mining and quarrying,GBP,millions 2023 prices,Level values,104.88,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQBB
Yorkshire and the Humber,GVA by Sector,Mining of coal & lignite,GBP,millions 2023 prices,Level values,0,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ05
Yorkshire and the Humber,GVA by Sector,Mining of metal ores,GBP,millions 2023 prices,Level values,0,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ07
Yorkshire and the Humber,GVA by Sector,Mining support service activities,GBP,millions 2023 prices,Level values,10.65,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ09
Yorkshire and the Humber,GVA by Sector,"Motion picture, video & television production",GBP,millions 2023 prices,Level values,315.44,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ59
Yorkshire and the Humber,GVA by Sector,Office administrative,GBP,millions 2023 prices,Level values,1879.34,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ82
Yorkshire and the Humber,GVA by Sector,Other manufacturing,GBP,millions 2023 prices,Level values,433.79,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ32
Yorkshire and the Humber,GVA by Sector,Other mining & quarrying,GBP,millions 2023 prices,Level values,93.33,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ08
Yorkshire and the Humber,GVA by Sector,Other personal service activities,GBP,millions 2023 prices,Level values,2181.37,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ96
Yorkshire and the Humber,GVA by Sector,"Other professional, scientific & technical",GBP,millions 2023 prices,Level values,722.77,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ74
Yorkshire and the Humber,GVA by Sector,Other service activities,GBP,millions 2023 prices,Level values,2694.6,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQSS
Yorkshire and the Humber,GVA by Sector,Postal & courier activities,GBP,millions 2023 prices,Level values,864.43,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ53
Yorkshire and the Humber,GVA by Sector,Printing & reproduction of recorded media,GBP,millions 2023 prices,Level values,607.84,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ18
Yorkshire and the Humber,GVA by Sector,Education,GBP,millions 2023 prices,Level values,11151.86,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQPP
Yorkshire and the Humber,GVA by Sector,"Professional, scientific and tech",GBP,millions 2023 prices,Level values,10435.26,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQMM
Yorkshire and the Humber,GVA by Sector,Programming & broadcasting activities,GBP,millions 2023 prices,Level values,133.04,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ60
Yorkshire and the Humber,GVA by Sector,Public administration and defence,GBP,millions 2023 prices,Level values,8715.94,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ84
Yorkshire and the Humber,GVA by Sector,Public administration and defence,GBP,millions 2023 prices,Level values,8715.94,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQOO
Yorkshire and the Humber,GVA by Sector,Publishing activities,GBP,millions 2023 prices,Level values,323.57,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ58
Yorkshire and the Humber,GVA by Sector,Real estate,GBP,millions 2023 prices,Level values,20570.29,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ68
Yorkshire and the Humber,GVA by Sector,Real estate activities,GBP,millions 2023 prices,Level values,20570.29,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQLL
Yorkshire and the Humber,GVA by Sector,Remediation & other waste management ,GBP,millions 2023 prices,Level values,36.55,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ39
Yorkshire and the Humber,GVA by Sector,Rental & leasing activities,GBP,millions 2023 prices,Level values,2107.75,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ77
Yorkshire and the Humber,GVA by Sector,Repair & installation of machinery,GBP,millions 2023 prices,Level values,637.04,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ33
Yorkshire and the Humber,GVA by Sector,Repair of computers & personal goods,GBP,millions 2023 prices,Level values,111.41,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ95
Yorkshire and the Humber,GVA by Sector,Residential care,GBP,millions 2023 prices,Level values,2901.67,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ87
Yorkshire and the Humber,GVA by Sector,Retail trade,GBP,millions 2023 prices,Level values,7546.78,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ47
Yorkshire and the Humber,GVA by Sector,Scientific research & development,GBP,millions 2023 prices,Level values,1349.23,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ72
Yorkshire and the Humber,GVA by Sector,Security & investigation,GBP,millions 2023 prices,Level values,314.56,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ80
Yorkshire and the Humber,GVA by Sector,Services to buildings & landscape,GBP,millions 2023 prices,Level values,1002.78,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ81
Yorkshire and the Humber,GVA by Sector,Sewerage,GBP,millions 2023 prices,Level values,512.5,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ37
Yorkshire and the Humber,GVA by Sector,Social work activities without accommodation,GBP,millions 2023 prices,Level values,3303.05,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ88
Yorkshire and the Humber,GVA by Sector,Specialised construction activities,GBP,millions 2023 prices,Level values,5894,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ43
Yorkshire and the Humber,GVA by Sector,Sports activities & amusement & recreation,GBP,millions 2023 prices,Level values,1028.56,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ93
Yorkshire and the Humber,GVA by Sector,Telecommunications,GBP,millions 2023 prices,Level values,2119.6,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ61
Yorkshire and the Humber,GVA by Sector,Total,GBP,millions 2023 prices,Level values,166422,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQTT
Yorkshire and the Humber,GVA by Sector,Transportation and storage,GBP,millions 2023 prices,Level values,6444.97,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQHH
Yorkshire and the Humber,GVA by Sector,Travel agency & tour operators,GBP,millions 2023 prices,Level values,691.7,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ79
Yorkshire and the Humber,GVA by Sector,Veterinary activities,GBP,millions 2023 prices,Level values,629.43,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ75
Yorkshire and the Humber,GVA by Sector,Warehousing & support for transportation,GBP,millions 2023 prices,Level values,2593.01,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ52
Yorkshire and the Humber,GVA by Sector,"Waste collection, treatment & disposal",GBP,millions 2023 prices,Level values,1000.71,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ38
Yorkshire and the Humber,GVA by Sector,"Water collection, treatment & supply",GBP,millions 2023 prices,Level values,798.71,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ36
Yorkshire and the Humber,GVA by Sector,Water supply,GBP,millions 2023 prices,Level values,2348.47,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQEE
Yorkshire and the Humber,GVA by Sector,Water transport,GBP,millions 2023 prices,Level values,200.01,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ50
Yorkshire and the Humber,GVA by Sector,"Wholesale & retail trade of motor vehicles, incl. repair",GBP,millions 2023 prices,Level values,3102.96,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ45
Yorkshire and the Humber,GVA by Sector,Wholesale and retail trade,GBP,millions 2023 prices,Level values,17964.47,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQGG
Yorkshire and the Humber,GVA by Sector,Wholesale trade,GBP,millions 2023 prices,Level values,7314.73,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,QQ46
Yorkshire and the Humber,ILO unemployment,Whole Economy,People,thousands,Level values,100.07,National Statistics,FALSE,,,2024,24-Feb-26,"National Statistics, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,UNMP_ILO
Yorkshire and the Humber,ILO unemployment rate,Whole Economy,% of economically active,,Level values,3.57,National Statistics,FALSE,,,2024,24-Feb-26,"National Statistics, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,UP_ILO
Yorkshire and the Humber,Resident employment,Whole Economy,People,thousands,Level values,2702.68,Annual Population Survey,FALSE,,,2024,24-Feb-26,"Annual Population Survey, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,RET
Yorkshire and the Humber,Residence employment rate,Whole Economy,% of population aged 16+,,Level values,0.58,Annual Population Survey,FALSE,,,2024,24-Feb-26,"Annual Population Survey, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,RER
Yorkshire and the Humber,Self employed jobs,Accommodation and food service,Jobs,thousands,Level values,14.09,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SEII
Yorkshire and the Humber,Self employed jobs,Administrative and support ,Jobs,thousands,Level values,29.26,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SENN
Yorkshire and the Humber,Self employed jobs,"Agriculture, forestry and fishing",Jobs,thousands,Level values,11.92,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SEAA
Yorkshire and the Humber,Self employed jobs,"Arts, entertainment and rec.",Jobs,thousands,Level values,13.35,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SERR
Yorkshire and the Humber,Self employed jobs,Basic metals and metal products,Jobs,thousands,Level values,2.14,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SECCH
Yorkshire and the Humber,Self employed jobs,Basic pharmaceutical products,Jobs,thousands,Level values,0.23,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SECCF
Yorkshire and the Humber,Self employed jobs,Chemicals and chemical products,Jobs,thousands,Level values,0.77,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SECCE
Yorkshire and the Humber,Self employed jobs,Coke and refined petroleum products,Jobs,thousands,Level values,0.46,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SECCD
Yorkshire and the Humber,Self employed jobs,"Computer, electronic and optical products",Jobs,thousands,Level values,0.22,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SECCI
Yorkshire and the Humber,Self employed jobs,Construction,Jobs,thousands,Level values,48.04,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SEFF
Yorkshire and the Humber,Self employed jobs,Electrical equipment,Jobs,thousands,Level values,0.47,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SECCJ
Yorkshire and the Humber,Self employed jobs,"Electricity, gas, steam and air ",Jobs,thousands,Level values,0.47,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SEDD
Yorkshire and the Humber,Self employed jobs,Financial and insurance ,Jobs,thousands,Level values,4.21,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SEKK
